epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,taxonomy_penalty,train_family_loss,train_genus_loss,train_loss,train_order_loss,train_species_indep_loss,train_species_loss,val_family_acc,val_family_acc_epoch,val_family_loss,val_genus_acc,val_genus_acc_epoch,val_genus_loss,val_loss,val_order_acc,val_order_acc_epoch,val_order_loss,val_species_acc,val_species_acc_epoch,val_species_indep_loss,val_species_loss,weight_family,weight_genus,weight_order,weight_species,weight_species_indep
,2.9999999999999997e-05,0.0003,0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,9,1.96875,3.9551198482513428,4.175283432006836,4.4364519119262695,3.2979507446289062,4.34118127822876,4.284811496734619,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,19,1.90625,4.005181789398193,4.1171650886535645,4.398324489593506,3.3199567794799805,4.3045806884765625,4.224635601043701,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,29,1.28125,3.588822841644287,3.819841146469116,3.967409133911133,3.0096559524536133,4.149277210235596,3.9320383071899414,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,39,1.375,3.5179100036621094,3.6298182010650635,3.869107484817505,3.1150763034820557,3.992583990097046,3.745319128036499,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,49,1.3125,3.226421356201172,3.2962048053741455,3.4052436351776123,2.2981462478637695,3.5656466484069824,3.3023815155029297,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,59,1.3125,2.8117690086364746,2.9933180809020996,3.2077577114105225,2.7333078384399414,3.3763387203216553,2.974161148071289,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,69,0.90625,2.6014742851257324,2.7286934852600098,2.7616403102874756,1.972320556640625,2.8222312927246094,2.7021946907043457,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,79,0.9375,2.449342727661133,2.5084190368652344,2.6399450302124023,2.013380527496338,2.748208999633789,2.5576069355010986,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,89,1.3125,3.0932457447052,3.2157058715820312,3.3775298595428467,2.441230058670044,3.397535800933838,3.31668758392334,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,99,0.65625,2.2030575275421143,2.2541005611419678,2.425459861755371,1.79210364818573,2.6783103942871094,2.524895429611206,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,109,0.84375,2.042741537094116,2.2921853065490723,2.3989975452423096,1.8298429250717163,2.5478415489196777,2.398350477218628,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,119,0.59375,2.200434684753418,2.230039596557617,2.341369867324829,1.8152592182159424,2.541957378387451,2.3519928455352783,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,129,0.5625,2.075563430786133,2.210864782333374,2.3269312381744385,1.8197851181030273,2.5804994106292725,2.392345905303955,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,139,0.5625,2.3811228275299072,2.4335994720458984,2.460698366165161,1.913157343864441,2.4514455795288086,2.459393262863159,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,149,0.4375,1.8918890953063965,2.027541399002075,2.0917809009552,1.913009524345398,2.1376876831054688,2.055314540863037,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,159,0.3125,2.0579347610473633,2.292438268661499,2.235246419906616,1.6998322010040283,2.3906612396240234,2.322361946105957,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,169,0.28125,2.016979455947876,2.0547351837158203,2.09462833404541,1.7409424781799316,2.2781693935394287,2.125579833984375,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,179,0.6875,2.167440414428711,2.1743252277374268,2.259528160095215,1.7207221984863281,2.246150255203247,2.2297213077545166,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,189,0.625,1.7879831790924072,1.837093710899353,1.9486000537872314,1.6232385635375977,2.000356912612915,1.887279748916626,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,199,0.5625,1.866675615310669,1.9515855312347412,2.0116679668426514,1.6027997732162476,2.1030473709106445,1.9733154773712158,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,209,0.53125,2.027867317199707,2.0574188232421875,2.1432950496673584,1.7349369525909424,2.301576852798462,2.111274242401123,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,219,0.59375,1.7960336208343506,1.8605973720550537,1.9216054677963257,1.5686390399932861,1.9756115674972534,1.836879014968872,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,229,0.53125,2.0664725303649902,2.0707788467407227,2.18684983253479,1.897718071937561,2.2383806705474854,2.1470253467559814,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,239,0.5625,2.1314735412597656,2.218644142150879,2.2319841384887695,1.8008160591125488,2.180551290512085,2.1831865310668945,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,249,0.5,1.7475045919418335,1.8279345035552979,1.8875436782836914,1.35390043258667,2.0481197834014893,1.9289472103118896,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,259,0.34375,1.5882797241210938,1.6659681797027588,1.76641047000885,1.4264216423034668,1.970881700515747,1.8434343338012695,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,269,0.28125,1.5721144676208496,1.6570279598236084,1.6316462755203247,1.2818604707717896,1.6713818311691284,1.6385847330093384,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,279,0.34375,1.785198450088501,1.8331024646759033,1.853464961051941,1.569498062133789,1.9521138668060303,1.8139410018920898,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,289,0.40625,1.7934980392456055,1.8819639682769775,1.8991060256958008,1.6285125017166138,1.9474109411239624,1.844236969947815,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,299,0.1875,1.3627915382385254,1.4475150108337402,1.4472265243530273,1.1949849128723145,1.561794400215149,1.4742066860198975,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,309,0.46875,1.6527748107910156,1.8505452871322632,1.8540252447128296,1.560546636581421,1.946567416191101,1.7996139526367188,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,319,0.46875,1.8137485980987549,1.8721866607666016,1.9144163131713867,1.5318870544433594,1.9226282835006714,1.9043840169906616,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,329,0.21875,1.5455372333526611,1.6688239574432373,1.681261658668518,1.4806859493255615,1.7575829029083252,1.7084094285964966,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,339,0.09375,1.559884786605835,1.6197724342346191,1.5955678224563599,1.2795019149780273,1.7357532978057861,1.6619927883148193,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,349,0.21875,1.5590784549713135,1.596323847770691,1.5958234071731567,1.3640373945236206,1.6457257270812988,1.5859878063201904,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,359,0.53125,1.6143988370895386,1.713663101196289,1.7446177005767822,1.336348295211792,1.7767062187194824,1.7103055715560913,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,369,0.09375,1.3085415363311768,1.4574575424194336,1.422874927520752,1.2892332077026367,1.5267200469970703,1.4387140274047852,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,379,0.1875,1.656329870223999,1.675428867340088,1.7131823301315308,1.5642530918121338,1.82274329662323,1.7044978141784668,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,389,0.21875,1.4386482238769531,1.5415524244308472,1.5520482063293457,1.3335084915161133,1.6505733728408813,1.5700081586837769,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,399,0.21875,1.4558236598968506,1.5745453834533691,1.5649828910827637,1.2933461666107178,1.6375477313995361,1.5988173484802246,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,409,0.25,1.4615638256072998,1.6171047687530518,1.6661930084228516,1.3379454612731934,1.805694580078125,1.7845721244812012,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,419,0.09375,1.470723032951355,1.53061842918396,1.5248267650604248,1.3535194396972656,1.5571467876434326,1.5688587427139282,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,429,0.1875,1.8920788764953613,1.9765543937683105,1.9435248374938965,1.6299376487731934,1.9573414325714111,1.9853148460388184,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,439,0.1875,1.2601912021636963,1.316967248916626,1.3300325870513916,1.1240513324737549,1.4455242156982422,1.3363697528839111,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,449,0.40625,1.6679670810699463,1.6887515783309937,1.725489616394043,1.3418781757354736,1.7432564496994019,1.7254183292388916,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,459,0.34375,1.4986673593521118,1.5780537128448486,1.6233692169189453,1.451017141342163,1.5840448141098022,1.6094636917114258,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
0,,,469,0.46875,1.4213697910308838,1.447061538696289,1.5244425535202026,1.2652219533920288,1.5420856475830078,1.4779638051986694,,,,,,,,,,,,,,,1.0,1.5,1.0,2.0,0.5
