epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,train_family_loss,train_genus_loss,train_loss,train_order_loss,train_species_loss
,2.9999999999999997e-05,0.0003,0,,,,,
0,,,9,3.965392827987671,4.074644565582275,3.969543695449829,3.2066757678985596,4.193100452423096
0,,,19,3.6127781867980957,3.8458449840545654,3.718855142593384,3.0546202659606934,3.9466028213500977
0,,,29,3.047292709350586,3.298422336578369,3.108049154281616,2.323330879211426,3.306091785430908
0,,,39,2.6457011699676514,2.862388849258423,2.755953550338745,2.053738832473755,3.0178420543670654
0,,,49,2.8517189025878906,3.055032730102539,2.8852620124816895,2.249417781829834,3.0239081382751465
0,,,59,2.5935592651367188,2.7342748641967773,2.563443899154663,1.8488185405731201,2.6945600509643555
0,,,69,2.269808053970337,2.402576446533203,2.3318428993225098,2.0313494205474854,2.432673931121826
0,,,79,2.4475603103637695,2.49543833732605,2.501701831817627,2.055044651031494,2.7178597450256348
0,,,89,2.428783655166626,2.3710532188415527,2.3760440349578857,2.120850086212158,2.450469970703125
0,,,99,1.9602140188217163,2.0371954441070557,2.019303321838379,1.8056665658950806,2.1258976459503174
0,,,109,2.051219940185547,2.0219597816467285,2.016881227493286,1.7914206981658936,2.0823988914489746
0,,,119,1.8739285469055176,1.9059059619903564,1.8744091987609863,1.6386399269104004,1.943807601928711
0,,,129,1.6698408126831055,1.8199141025543213,1.7571418285369873,1.3601295948028564,1.91810941696167
0,,,139,1.5852446556091309,1.7972451448440552,1.7106735706329346,1.3479194641113281,1.8617751598358154
0,,,149,2.172884464263916,2.2314751148223877,2.1890788078308105,1.9681875705718994,2.253234386444092
0,,,159,1.752450704574585,1.8097152709960938,1.7738481760025024,1.6731213331222534,1.798283338546753
0,,,169,1.744099736213684,1.833496332168579,1.752256155014038,1.419360637664795,1.825316071510315
0,,,179,1.9042637348175049,1.89335298538208,1.8394157886505127,1.5867278575897217,1.8584320545196533
0,,,189,1.723358392715454,1.8765969276428223,1.8261398077011108,1.5270673036575317,1.9670718908309937
0,,,199,1.74006986618042,1.8301875591278076,1.8118863105773926,1.6898952722549438,1.8891314268112183
0,,,209,1.5379458665847778,1.5432219505310059,1.5577900409698486,1.3830687999725342,1.6512389183044434
0,,,219,1.5071499347686768,1.648876428604126,1.5794190168380737,1.1816315650939941,1.7263293266296387
0,,,229,1.7162123918533325,1.7713367938995361,1.6918416023254395,1.332306146621704,1.757436990737915
0,,,239,1.463815450668335,1.593478798866272,1.5636128187179565,1.3795042037963867,1.6732417345046997
0,,,249,1.4151568412780762,1.4358105659484863,1.444917917251587,1.3209787607192993,1.519635796546936
0,,,259,1.70625638961792,1.695737600326538,1.6778813600540161,1.4667302370071411,1.7310311794281006
0,,,269,1.4730491638183594,1.55129075050354,1.509222388267517,1.2061021327972412,1.61851966381073
0,,,279,1.354387879371643,1.402069330215454,1.410775065422058,1.3290061950683594,1.4842792749404907
0,,,289,1.3859694004058838,1.4418977499008179,1.3961834907531738,1.1575980186462402,1.461174488067627
0,,,299,1.5391706228256226,1.546428918838501,1.5525671243667603,1.412074089050293,1.6217126846313477
0,,,309,1.524040937423706,1.5190452337265015,1.5271973609924316,1.3130855560302734,1.6212573051452637
0,,,319,1.343583345413208,1.3540834188461304,1.3736326694488525,1.3235509395599365,1.4273340702056885
0,,,329,1.2704756259918213,1.4096040725708008,1.3367160558700562,1.005871295928955,1.450487732887268
0,,,339,1.4463648796081543,1.4982341527938843,1.4461461305618286,1.2154991626739502,1.496603012084961
0,,,349,1.677017092704773,1.6980869770050049,1.6881897449493408,1.5287775993347168,1.7507402896881104
0,,,359,1.4911502599716187,1.537275791168213,1.4778293371200562,1.1873247623443604,1.5384809970855713
0,,,369,1.4192310571670532,1.557279348373413,1.4833859205245972,1.2627277374267578,1.5510271787643433
0,,,379,1.6464543342590332,1.6285494565963745,1.6208350658416748,1.5111520290374756,1.6431652307510376
0,,,389,1.3357875347137451,1.4297459125518799,1.3639665842056274,1.0175085067749023,1.4668335914611816
0,,,399,1.4037046432495117,1.462228775024414,1.39948308467865,1.19137442111969,1.4299969673156738
0,,,409,1.2272562980651855,1.2482545375823975,1.2108646631240845,0.9930251240730286,1.2582534551620483
0,,,419,1.2106084823608398,1.2979720830917358,1.3038887977600098,1.1726117134094238,1.4171009063720703
0,,,429,1.1450941562652588,1.184208869934082,1.1619786024093628,0.9818567037582397,1.2263736724853516
0,,,439,1.2315700054168701,1.2749501466751099,1.2759761810302734,1.0796927213668823,1.3819540739059448
0,,,449,1.357285976409912,1.4232583045959473,1.385804533958435,1.1947026252746582,1.4493930339813232
0,,,459,1.1735756397247314,1.2457278966903687,1.2478859424591064,1.102567195892334,1.352325677871704
0,,,469,1.4165394306182861,1.4739978313446045,1.4548040628433228,1.3022918701171875,1.5234123468399048
0,,,479,1.5407705307006836,1.5727579593658447,1.5257896184921265,1.3183646202087402,1.5621962547302246
0,,,489,1.3974707126617432,1.426851749420166,1.3913884162902832,1.1643660068511963,1.4501769542694092
0,,,499,1.0477073192596436,1.1144602298736572,1.0925723314285278,0.9978611469268799,1.1398652791976929
0,,,509,1.545764446258545,1.6445508003234863,1.5901440382003784,1.3916471004486084,1.652645230293274
