epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,train_family_loss,train_genus_loss,train_loss,train_order_loss,train_species_loss,val_family_acc,val_family_acc_epoch,val_family_loss,val_genus_acc,val_genus_acc_epoch,val_genus_loss,val_loss,val_order_acc,val_order_acc_epoch,val_order_loss,val_species_acc,val_species_acc_epoch,val_species_loss
,1e-05,0.0001,0,,,,,,,,,,,,,,,,,,
0,,,9,4.146523952484131,4.239312171936035,4.151578903198242,3.5562872886657715,4.322540760040283,,,,,,,,,,,,,
0,,,19,3.9914658069610596,4.127898693084717,4.012434482574463,3.311486005783081,4.213023662567139,,,,,,,,,,,,,
0,,,29,3.8324990272521973,3.986647367477417,3.8377506732940674,2.721409797668457,4.168320655822754,,,,,,,,,,,,,
0,,,39,3.7389800548553467,3.9697184562683105,3.861788272857666,3.103222131729126,4.152554988861084,,,,,,,,,,,,,
0,,,49,3.433504819869995,3.730264663696289,3.5042879581451416,2.2032735347747803,3.8863818645477295,,,,,,,,,,,,,
0,,,59,3.28802227973938,3.5461807250976562,3.3445146083831787,2.4998958110809326,3.554924964904785,,,,,,,,,,,,,
0,,,69,3.388672351837158,3.4362006187438965,3.303706169128418,2.601489782333374,3.427616596221924,,,,,,,,,,,,,
0,,,79,3.0974907875061035,3.1186957359313965,3.000692844390869,2.214493751525879,3.1626904010772705,,,,,,,,,,,,,
0,,,89,2.799593210220337,3.013540029525757,2.855412721633911,2.1507787704467773,3.0442557334899902,,,,,,,,,,,,,
0,,,99,2.2692573070526123,2.562474489212036,2.402123212814331,1.5905588865280151,2.6781866550445557,,,,,,,,,,,,,
0,,,109,2.4954357147216797,2.5508639812469482,2.4783945083618164,1.9948266744613647,2.603620767593384,,,,,,,,,,,,,
0,,,119,2.2813973426818848,2.51296067237854,2.34714937210083,1.5597347021102905,2.5689170360565186,,,,,,,,,,,,,
0,,,129,2.1023240089416504,2.272298574447632,2.2328410148620605,1.578307867050171,2.5413978099823,,,,,,,,,,,,,
0,,,139,2.1875460147857666,2.3817906379699707,2.273545742034912,1.7618741989135742,2.4432179927825928,,,,,,,,,,,,,
0,,,149,2.184506416320801,2.293064832687378,2.221924304962158,1.7347475290298462,2.3823330402374268,,,,,,,,,,,,,
0,,,159,2.028792381286621,2.243488073348999,2.115705728530884,1.725127935409546,2.221858501434326,,,,,,,,,,,,,
0,,,169,2.087200403213501,2.298851490020752,2.16729736328125,1.795093297958374,2.258993625640869,,,,,,,,,,,,,
0,,,179,1.6516754627227783,1.7279512882232666,1.6608318090438843,1.4176268577575684,1.709911584854126,,,,,,,,,,,,,
0,,,189,2.0163018703460693,2.115784168243408,2.0121798515319824,1.5813908576965332,2.0991382598876953,,,,,,,,,,,,,
0,,,199,1.7963604927062988,1.9886924028396606,1.9300448894500732,1.3052351474761963,2.213261365890503,,,,,,,,,,,,,
0,,,209,1.6397356986999512,1.5796175003051758,1.5492178201675415,1.126769781112671,1.63956618309021,,,,,,,,,,,,,
0,,,219,1.9389383792877197,2.054044246673584,1.9498897790908813,1.5662868022918701,2.026578187942505,,,,,,,,,,,,,
0,,,229,1.7344601154327393,1.8058956861495972,1.7490543127059937,1.4841501712799072,1.8182991743087769,,,,,,,,,,,,,
0,,,239,1.5723309516906738,1.6969622373580933,1.609706163406372,1.1550103425979614,1.7442045211791992,,,,,,,,,,,,,
0,,,249,1.586714744567871,1.6179276704788208,1.5654712915420532,1.2120848894119263,1.6521143913269043,,,,,,,,,,,,,
0,,,259,1.6032794713974,1.6810169219970703,1.6200149059295654,1.245583415031433,1.7310270071029663,,,,,,,,,,,,,
