epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,train_family_loss,train_genus_loss,train_loss,train_order_loss,train_species_loss,val_family_acc,val_family_acc_epoch,val_family_loss,val_genus_acc,val_genus_acc_epoch,val_genus_loss,val_loss,val_order_acc,val_order_acc_epoch,val_order_loss,val_species_acc,val_species_acc_epoch,val_species_loss
,2.9999999999999997e-05,0.0003,0,,,,,,,,,,,,,,,,,,
0,,,9,4.075293064117432,4.255157470703125,4.121997833251953,3.362248420715332,4.3473920822143555,,,,,,,,,,,,,
0,,,19,3.907952308654785,4.127081871032715,3.98553204536438,3.289241313934326,4.1973557472229,,,,,,,,,,,,,
0,,,29,3.7450592517852783,3.8637452125549316,3.7613537311553955,3.1037628650665283,3.952253818511963,,,,,,,,,,,,,
0,,,39,3.5124216079711914,3.720402717590332,3.548943281173706,2.7828056812286377,3.7401437759399414,,,,,,,,,,,,,
0,,,49,3.2603821754455566,3.393954277038574,3.287503957748413,2.645521879196167,3.4754087924957275,,,,,,,,,,,,,
0,,,59,2.814199686050415,2.8845276832580566,2.7676079273223877,1.9938101768493652,2.9556360244750977,,,,,,,,,,,,,
0,,,69,2.9508566856384277,3.0196261405944824,2.877037763595581,2.41650128364563,2.902890205383301,,,,,,,,,,,,,
0,,,79,2.448537826538086,2.4905641078948975,2.4559736251831055,1.950357437133789,2.6350090503692627,,,,,,,,,,,,,
0,,,89,2.950829267501831,3.0838937759399414,2.9594218730926514,2.3176815509796143,3.1216955184936523,,,,,,,,,,,,,
0,,,99,2.467874050140381,2.851072311401367,2.6707334518432617,2.0964198112487793,2.8779029846191406,,,,,,,,,,,,,
0,,,109,2.2930045127868652,2.2908859252929688,2.226546287536621,1.8080430030822754,2.302600383758545,,,,,,,,,,,,,
0,,,119,1.9796943664550781,2.0187008380889893,2.017524480819702,1.7311556339263916,2.153829336166382,,,,,,,,,,,,,
0,,,129,2.401646614074707,2.532531976699829,2.4545235633850098,2.002382516860962,2.60469913482666,,,,,,,,,,,,,
0,,,139,1.762380838394165,1.8658115863800049,1.8037859201431274,1.5265300273895264,1.8899106979370117,,,,,,,,,,,,,
0,,,149,2.247882843017578,2.2796530723571777,2.20269775390625,1.7782361507415771,2.283806562423706,,,,,,,,,,,,,
0,,,159,2.0862371921539307,2.141839027404785,2.1106154918670654,1.8906466960906982,2.18825101852417,,,,,,,,,,,,,
0,,,169,2.2313690185546875,2.223989725112915,2.2052245140075684,1.7701319456100464,2.348562240600586,,,,,,,,,,,,,
0,,,179,2.133472442626953,2.1931381225585938,2.131258964538574,1.80788254737854,2.209778070449829,,,,,,,,,,,,,
0,,,189,1.9117655754089355,2.009199380874634,1.9732729196548462,1.7578749656677246,2.0675950050354004,,,,,,,,,,,,,
0,,,199,1.9535417556762695,2.0270869731903076,1.9909651279449463,1.7032020092010498,2.0996265411376953,,,,,,,,,,,,,
0,,,209,2.02830171585083,2.0653140544891357,2.0277867317199707,1.7565035820007324,2.105968475341797,,,,,,,,,,,,,
0,,,219,2.0331132411956787,2.0061256885528564,1.978285312652588,1.676546335220337,2.043811321258545,,,,,,,,,,,,,
0,,,229,1.905653953552246,2.0548620223999023,1.995409369468689,1.704236626625061,2.1181695461273193,,,,,,,,,,,,,
0,,,239,2.3926615715026855,2.4349300861358643,2.3862054347991943,2.050827980041504,2.477503538131714,,,,,,,,,,,,,
0,,,249,1.6033599376678467,1.6478900909423828,1.6305251121520996,1.4299676418304443,1.7131547927856445,,,,,,,,,,,,,
0,,,259,1.6306192874908447,1.6785762310028076,1.6780622005462646,1.4150456190109253,1.8113229274749756,,,,,,,,,,,,,
0,,,269,1.9835708141326904,1.962768793106079,1.942278504371643,1.69843327999115,1.9986486434936523,,,,,,,,,,,,,
0,,,279,1.6216926574707031,1.6536132097244263,1.6360127925872803,1.5082504749298096,1.6816296577453613,,,,,,,,,,,,,
0,,,289,1.7877521514892578,1.896086573600769,1.8416944742202759,1.5642199516296387,1.9415357112884521,,,,,,,,,,,,,
0,,,299,1.676232099533081,1.6877131462097168,1.7005826234817505,1.4140264987945557,1.8401105403900146,,,,,,,,,,,,,
0,,,309,1.780637264251709,1.7972538471221924,1.7791074514389038,1.6107876300811768,1.8310000896453857,,,,,,,,,,,,,
0,,,319,1.3856306076049805,1.5469999313354492,1.4797364473342896,1.3282842636108398,1.5429697036743164,,,,,,,,,,,,,
0,,,329,1.6709567308425903,1.6695945262908936,1.6566604375839233,1.5164694786071777,1.6938118934631348,,,,,,,,,,,,,
0,,,339,1.4073054790496826,1.5147773027420044,1.498043179512024,1.2699949741363525,1.6303176879882812,,,,,,,,,,,,,
0,,,349,2.056795597076416,2.1109018325805664,2.0545496940612793,1.8831677436828613,2.0766730308532715,,,,,,,,,,,,,
0,,,359,1.41084623336792,1.4871892929077148,1.423774242401123,1.1472030878067017,1.4914274215698242,,,,,,,,,,,,,
0,,,369,1.404624581336975,1.40798020362854,1.3939366340637207,1.2007606029510498,1.453559160232544,,,,,,,,,,,,,
0,,,379,1.664448857307434,1.755057454109192,1.7095129489898682,1.3749134540557861,1.8339552879333496,,,,,,,,,,,,,
0,,,389,1.3472201824188232,1.576122522354126,1.4774506092071533,1.1923084259033203,1.590707778930664,,,,,,,,,,,,,
0,,,399,1.6483495235443115,1.5621681213378906,1.5821852684020996,1.5434441566467285,1.5739967823028564,,,,,,,,,,,,,
